Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Conflict in Palestine,PSE002,Palestine,Minimal humanitarian conditions - Level 1,748000,"OCHA 25/01/2023, OCHA 17/04/2024; IPC 25/06/2024; OCHA 17/04/2024",Medium ,2,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024 ;https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024",This is an aggregate of the individual crises. Check PSE003 and PSE004 for more details on calculations.,PSE002Minimal humanitarian conditions - Level 1,2024-09-25,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Stressed humanitarian conditions - Level 2,1496000,"OCHA 25/01/2023, OCHA 17/04/2024; IPC 25/06/2024; OCHA 17/04/2024",Medium ,2,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024 ;https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024",This is an aggregate of the individual crises. Check PSE003 and PSE004 for more details on calculations.,PSE002Stressed humanitarian conditions - Level 2,2024-09-25,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Moderate humanitarian conditions - Level 3,1875000,"OCHA 25/01/2023, OCHA 17/04/2024; IPC 25/06/2024; OCHA 17/04/2024",Medium ,2,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024 ;https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024",This is an aggregate of the individual crises. Check PSE003 and PSE004 for more details on calculations.,PSE002Moderate humanitarian conditions - Level 3,2024-09-25,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Severe humanitarian conditions - Level 4,879000,"OCHA 25/01/2023, OCHA 17/04/2024; IPC 25/06/2024; OCHA 17/04/2024",Medium ,2,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024 ;https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024",This is an aggregate of the individual crises. Check PSE003 and PSE004 for more details on calculations.,PSE002Severe humanitarian conditions - Level 4,2024-09-25,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Extreme humanitarian conditions - Level 5,546000,"OCHA 25/01/2023, OCHA 17/04/2024; IPC 25/06/2024; OCHA 17/04/2024",Medium ,2,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024 ;https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024",This is an aggregate of the individual crises. Check PSE003 and PSE004 for more details on calculations.,PSE002Extreme humanitarian conditions - Level 5,2024-09-25,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Buildings damaged,74432,X; UNOSAT 31/07/2024,Low,3,X ;https://unosat.org/products/3904,The figure represents damaged buildings in the Gaza Strip as of 6 July  2024. No data available about damaged buildings in the West Bank. The figure is considered low reliabitlity as there is no full assessment has been conducted.,PSE002Buildings damaged,2024-09-25,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Buildings destroyed,57223,OCHA accessed on 16/08/2024 ; UNOSAT 31/07/2024,Low,3,https://www.ochaopt.org/data/demolition  ;https://unosat.org/products/3904,The figure represents the number of destroyed buildings in the Gaza Strip and the West Bank as of 6 July 2024.,PSE002Buildings destroyed,2024-09-25,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Crisis affected groups,5,"OCHA 25/01/2023, OCHA 17/04/2024; IPC 25/06/2024; OCHA 17/04/2024",High,1,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024 ;https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","IDPs; Refugees, asylum seekers, and others of concern (such as migrants etc.); Returnees; Host and; Non-Host  are exposed or affected by the conflict crisis.",PSE002Crisis affected groups,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Total population,5544000,"OCHA 25/01/2023, OCHA 17/04/2024",High,1,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","West Bank population using HNO 2023 numbers (3,244,000) and Gaza population using IPC numbers (2,230,000). Using the HNO 2023 West Bank since we are using it to arrive to the severity levels. Using the IPC for Gaza since we are using it to arrive to the severity levels and it is a more recent source.",PSE003Total population,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Landmass affected,5660,PCBS accessed on 18/09/2024,High,1,https://www.pcbs.gov.ps/site/lang__en/881/default.aspx#Census,"Palestinian central bureau of statistics square kilometre of admin level 1 in the West Bank, including occupied East Jerusalem which all considered affected by the crisis.",PSE003Landmass affected,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,People exposed,3244000,OCHA 25/01/2023,High,1,https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023,"The whole population in the West Bank, including occupied East Jerusalem, is exposed by the conflict and occupation. ",PSE003People exposed,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,People affected,2496000,"OCHA 25/01/2023, OCHA 17/04/2024",High,1,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","Everyone in HNO L5, L4, L3, L2 in the West Bank, including occupied East Jerusalem, is affected by the conflict and occupation.",PSE003People affected,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,People displaced,2973020,OCHA accessed on 18/09/2024; OCHA 25/01/2023; IPC18/03/2024; UNRWA accessed on 18/09/2024,Low,3,https://www.ochaopt.org/data/demolition; https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023; https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_Feb_July2024_Special_Snapshot.pdf; https://www.unrwa.org/what-we-do/relief-and-social-services/unrwa-registered-population-dashboard,"Registered refugees in the West Bank as of 30 June 2024 + Displaced people due to Israeli demolitions of homes and livelihood units among other as of 17 September 2024+ Registered Palestine refugees in Jordan, Lebanon, Syria displaced in 1948 and 1967 divided proportionally between Gaza and WB.",PSE003People displaced,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Fatalities reported,261,OCHA accessed on 30/09/2024 ,Medium ,2,https://www.ochaopt.org/data/casualties,Fatalities reported in the West Bank between 29 February 2024 - 30 August 2024.,PSE003Fatalities reported,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Fatalities in all crises,9305,OCHA accessed on 30/09/2024 ; OCHA 27/02/2024; OCHA 27/09/2024,Low,3,"https://www.ochaopt.org/data/casualties ;https://reliefweb.int/report/occupied-palestinian-territory/hostilities-gaza-strip-and-israel-flash-update-147-enarhe;
https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-223-gaza-strip","Gaza:
Total number of Palestinian injuries resulting directly from conflict (in Gaza) between 27 March 2024- 27 September 2024. This is an underestimate as many are missing. In addition, this is only the direct impact from the war and doesn't include the indirect impact. As such, reliability was set to low.
---------
West Bank:
Fatalities reported in the West Bank between 29 February 2024 - 30 August 2024.",PSE003Fatalities in all crises,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,People in Need,1000000,"OCHA 25/01/2023, OCHA 17/04/2024",Medium ,2,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","OCHA Flash Appeal issued on 17/04/2024. The Flash Appeal increased the PiN in the West Bank from 800,000 to 1,000,000. Reliable assessments on the severity following in West Bank 7 October 2024 are not available, thus, we are using the same breakdowns of PiN provided by HNO 2023.

PiN and severity figures are multi-sectoral and equal L5 + L4 + L3

According to 2023 Inter-Sector Need Severity Classification: 
1% of the total population are in Catastrophic Level (L5) or 4% of the 0.8m PiN; 3% of the total population are in Extreme Level (L4) or 12% of the 0.8m PiN; 21% of the total population are in Sever Level (L5) or 84% of the 0.8m PiN.
---
50% of the total population are in Stressed Level (L2) or 66.6% of the 2.4m People not in Need; 25% of the total population are in Stressed Level (L2) or 33.3% of the 2.4m People not in Need. 
 ---
1,000,000 is the projection of PiN in the West Bank by OCHA Flash Appeal. As such, 4% of the 1m  PiN are in Catastrophic Level (L5) , 12% of the 1m  PiN are in Extreme Level (L4), 84% of the 1m  PiN are in Sever Level (L4)
---
2,200,000 is the projection of People not in Need in the West Bank by OCHA Flash Appeal. As such, 466.6% of the 2.2m  People not in N are in Stressed Level (L2) , 33.3% of the 2.2m  PiN are in Minimal Level (L1).

Level 1 = Exposed population – Affected population

Level 2 = Affected population – PiN. Almost all the population are affected

Level 3 +4+ 5 = PiN ",PSE003People in Need,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Minimal humanitarian conditions - Level 1,748000,"OCHA 25/01/2023, OCHA 17/04/2024",Medium ,2,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024",Level 1 = Exposed population – Affected population.,PSE003Minimal humanitarian conditions - Level 1,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Stressed humanitarian conditions - Level 2,1496000,"OCHA 25/01/2023, OCHA 17/04/2024",Medium ,2,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024",Level 2 = Affected population – PiN.,PSE003Stressed humanitarian conditions - Level 2,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Moderate humanitarian conditions - Level 3,840000,"OCHA 25/01/2023, OCHA 17/04/2024",High,1,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","OCHA Flash Appeal issued on 17/04/2024. The Flash Appeal increased the PiN in the West Bank from 800,000 to 1,000,000. Reliable assessments on the severity following in West Bank 7 October 2024 are not available, thus, we are using the same breakdowns of PiN provided by HNO 2023.

PiN and severity figures are multi-sectoral and equal L5 + L4 + L3

According to 2023 Inter-Sector Need Severity Classification: 
1% of the total population are in Catastrophic Level (L5) or 4% of the 0.8m PiN; 3% of the total population are in Extreme Level (L4) or 12% of the 0.8m PiN; 21% of the total population are in Sever Level (L5) or 84% of the 0.8m PiN.
---
50% of the total population are in Stressed Level (L2) or 66.6% of the 2.4m People not in Need; 25% of the total population are in Stressed Level (L2) or 33.3% of the 2.4m People not in Need. 
 ---
1,000,000 is the projection of PiN in the West Bank by OCHA Flash Appeal. As such, 4% of the 1m  PiN are in Catastrophic Level (L5) , 12% of the 1m  PiN are in Extreme Level (L4), 84% of the 1m  PiN are in Sever Level (L4)
---
2,200,000 is the projection of People not in Need in the West Bank by OCHA Flash Appeal. As such, 466.6% of the 2.2m  People not in N are in Stressed Level (L2) , 33.3% of the 2.2m  PiN are in Minimal Level (L1).

Level 1 = Exposed population – Affected population

Level 2 = Affected population – PiN. Almost all the population are affected

Level 3 +4+ 5 = PiN ",PSE003Moderate humanitarian conditions - Level 3,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Severe humanitarian conditions - Level 4,120000,"OCHA 25/01/2023, OCHA 17/04/2024",High,1,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","OCHA Flash Appeal issued on 17/04/2024. The Flash Appeal increased the PiN in the West Bank from 800,000 to 1,000,000. Reliable assessments on the severity following in West Bank 7 October 2024 are not available, thus, we are using the same breakdowns of PiN provided by HNO 2023.

PiN and severity figures are multi-sectoral and equal L5 + L4 + L3

According to 2023 Inter-Sector Need Severity Classification: 
1% of the total population are in Catastrophic Level (L5) or 4% of the 0.8m PiN; 3% of the total population are in Extreme Level (L4) or 12% of the 0.8m PiN; 21% of the total population are in Sever Level (L5) or 84% of the 0.8m PiN.
---
50% of the total population are in Stressed Level (L2) or 66.6% of the 2.4m People not in Need; 25% of the total population are in Stressed Level (L2) or 33.3% of the 2.4m People not in Need. 
 ---
1,000,000 is the projection of PiN in the West Bank by OCHA Flash Appeal. As such, 4% of the 1m  PiN are in Catastrophic Level (L5) , 12% of the 1m  PiN are in Extreme Level (L4), 84% of the 1m  PiN are in Sever Level (L4)
---
2,200,000 is the projection of People not in Need in the West Bank by OCHA Flash Appeal. As such, 466.6% of the 2.2m  People not in N are in Stressed Level (L2) , 33.3% of the 2.2m  PiN are in Minimal Level (L1).

Level 1 = Exposed population – Affected population

Level 2 = Affected population – PiN. Almost all the population are affected

Level 3 +4+ 5 = PiN ",PSE003Severe humanitarian conditions - Level 4,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Extreme humanitarian conditions - Level 5,40000,"OCHA 25/01/2023, OCHA 17/04/2024",High,1,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","OCHA Flash Appeal issued on 17/04/2024. The Flash Appeal increased the PiN in the West Bank from 800,000 to 1,000,000. Reliable assessments on the severity following in West Bank 7 October 2024 are not available, thus, we are using the same breakdowns of PiN provided by HNO 2023.

PiN and severity figures are multi-sectoral and equal L5 + L4 + L3

According to 2023 Inter-Sector Need Severity Classification: 
1% of the total population are in Catastrophic Level (L5) or 4% of the 0.8m PiN; 3% of the total population are in Extreme Level (L4) or 12% of the 0.8m PiN; 21% of the total population are in Sever Level (L5) or 84% of the 0.8m PiN.
---
50% of the total population are in Stressed Level (L2) or 66.6% of the 2.4m People not in Need; 25% of the total population are in Stressed Level (L2) or 33.3% of the 2.4m People not in Need. 
 ---
1,000,000 is the projection of PiN in the West Bank by OCHA Flash Appeal. As such, 4% of the 1m  PiN are in Catastrophic Level (L5) , 12% of the 1m  PiN are in Extreme Level (L4), 84% of the 1m  PiN are in Sever Level (L4)
---
2,200,000 is the projection of People not in Need in the West Bank by OCHA Flash Appeal. As such, 466.6% of the 2.2m  People not in N are in Stressed Level (L2) , 33.3% of the 2.2m  PiN are in Minimal Level (L1).

Level 1 = Exposed population – Affected population

Level 2 = Affected population – PiN. Almost all the population are affected

Level 3 +4+ 5 = PiN ",PSE003Extreme humanitarian conditions - Level 5,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Buildings damaged,x,X,x,x,X,No data available about damaged buildings in the West Bank.,PSE003Buildings damaged,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Buildings destroyed,11000,OCHA accessed on 16/08/2024 ,Low,3,https://www.ochaopt.org/data/demolition ,"Demolished inhabited buildings per OCHA dashboard in the West Bank, inclduing East Jerusalem as of 6 July 2024. All building is assumed destroyed, this is underestimation as it only takes into account inhabited building and no other infrastructure and structures.",PSE003Buildings destroyed,2024-09-25,Humanitarian development
Conflict in West Bank,PSE003,Palestine,Crisis affected groups,5,"OCHA 25/01/2023, OCHA 17/04/2024",High,1,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","IDPs; Refugees, asylum seekers, and others of concern (such as migrants etc.); Returnees; Host and; Non-Host  are exposed or affected by the conflict in West Bank crisis.",PSE003Crisis affected groups,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Total population,5544000,"OCHA 25/01/2023, OCHA 17/04/2024",High,1,"https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023, https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024","West Bank population using HNO 2023 numbers (3,244,000) and Gaza population using IPC numbers (2,230,000). Using the HNO 2023 West Bank since we are using it to arrive to the severity levels. Using the IPC for Gaza since we are using it to arrive to the severity levels and it is a more recent source.",PSE004Total population,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Landmass affected,365,PCBS accessed on 18/09/2024,High,1,https://www.pcbs.gov.ps/site/lang__en/881/default.aspx#Census,Palestinian central bureau of statistics square kilometre of admin level 1 in Gaza. All Gaza terriotry is exposed to the crisis. ,PSE004Landmass affected,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,People exposed,2300000,IPC 25/06/2024; OCHA 17/04/2024,High,1,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,All the population in Gaza is considered exposed.,PSE004People exposed,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,People affected,2300000,IPC 25/06/2024; OCHA 17/04/2024,Medium ,2,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,All the population in Gaza is considered affected.,PSE004People affected,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,People displaced,3617444,"UNRWA 18/09/2024, UNRWA accessed on 18/09/2024; OCHA 25/01/2023; IPC 18/03/2024",High,1,"https://www.unrwa.org/resources/reports/unrwa-situation-report-137-situation-gaza-strip-and-west-bank-including-east, https://www.unrwa.org/what-we-do/relief-and-social-services/unrwa-registered-population-dashboard; https://www.unocha.org/publications/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023; https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_Feb_July2024_Special_Snapshot.pdf",Registered refugees from 1948 who live now in the Gaza + Internal displaced people in Gaza + Palestinian refugees outside Palestine divided proportionally between Gaza and West Bank.,PSE004People displaced,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Fatalities reported,9044,OCHA 27/02/2024; OCHA 27/09/2024,Low,3,"https://reliefweb.int/report/occupied-palestinian-territory/hostilities-gaza-strip-and-israel-flash-update-147-enarhe;
https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-223-gaza-strip","Total number of Palestinian fatalities resulting directly from conflict (in Gaza) between 27 March 2024- 27 September 2024. This is an underestimate as many are missing. In addition, this is only the direct impact from the war and doesn't include the indirect impact. As such, reliability was set to low.",PSE004Fatalities reported,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Fatalities in all crises,9305,OCHA accessed on 30/09/2024 ; OCHA 27/02/2024; OCHA 27/09/2024,Low,3,"https://www.ochaopt.org/data/casualties ;https://reliefweb.int/report/occupied-palestinian-territory/hostilities-gaza-strip-and-israel-flash-update-147-enarhe;
https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-223-gaza-strip","Gaza:
Total number of Palestinian injuries resulting directly from conflict (in Gaza) between 27 March 2024- 27 September 2024. This is an underestimate as many are missing. In addition, this is only the direct impact from the war and doesn't include the indirect impact. As such, reliability was set to low.
---------
West Bank:
Fatalities reported in the West Bank between 29 February 2024 - 30 August 2024.",PSE004Fatalities in all crises,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,People in Need,2300000,IPC 25/06/2024; OCHA 17/04/2024,Medium ,2,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,The PIN figure is according to the OCHA flash appeal that was released on 17 Apr 2024. OCHA puts the PIN in Gaza at 2.3 million people. ,PSE004People in Need,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Minimal humanitarian conditions - Level 1,0,IPC 25/06/2024; OCHA 17/04/2024,Medium ,2,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,"The PIN figure is according to the OCHA flash appeal that was released on 17 Apr 2024. OCHA puts the PIN in Gaza at 2.3 million people. 
All people in Gaza are in Need, thus no people facing Minimal humanitarian conditions.",PSE004Minimal humanitarian conditions - Level 1,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Stressed humanitarian conditions - Level 2,0,IPC 25/06/2024; OCHA 17/04/2024,Medium ,2,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,"The PIN figure is according to the OCHA flash appeal that was released on 17 Apr 2024. OCHA puts the PIN in Gaza at 2.3 million people. 
All people in Gaza are in Need, thus no people facing stressed humanitarian conditions.",PSE004Stressed humanitarian conditions - Level 2,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Moderate humanitarian conditions - Level 3,1035000,IPC 25/06/2024; OCHA 17/04/2024,Medium ,2,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,"The PIN figure is according to the OCHA flash appeal that was released on 17 Apr 2024. OCHA puts the PIN in Gaza at 2.3 million people. 
To estimate the humanitarian conditions for the SI, we are applying IPC of food security phase classification for the Gaza Strip that was released on 25 June 2024. According to the IPC analysis, 33% of people are facing Catastrophe/ Famine food security level (IPC Phase 5) and 22% of people are facing Emergency food security level (IPC Phase 4). All people in Gaza are in need, thus the remaining 45% of the people are in Level 3 of the severity index (moderate humanitarian conditions). IPC Projected Acute Food Insecurity is for 16  June- 30 September. ",PSE004Moderate humanitarian conditions - Level 3,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Severe humanitarian conditions - Level 4,759000,IPC 25/06/2024; OCHA 17/04/2024,Medium ,2,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,"The PIN figure is according to the OCHA flash appeal that was released on 17 Apr 2024. OCHA puts the PIN in Gaza at 2.3 million people. 
To estimate the humanitarian conditions for the SI, we are applying IPC of food security phase classification for the Gaza Strip that was released on 25 June 2024. According to the IPC analysis, 33% of people are facing Emergency food security level (IPC Phase 4). ACAPS considers them to be in level 4 of the severity index (Severe humanitarian conditions). IPC Projected Acute Food Insecurity is for 16  June- 30 September.",PSE004Severe humanitarian conditions - Level 4,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Extreme humanitarian conditions - Level 5,506000,IPC 25/06/2024; OCHA 17/04/2024,Medium ,2,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,"The PIN figure is according to the OCHA flash appeal that was released on 17 Apr 2024. OCHA puts the PIN in Gaza at 2.3 million people. 
To estimate the humanitarian conditions for the SI, we are applying IPC of food security phase classification for the Gaza Strip that was releasedon 25 June 2024. According to the IPC analysis, 33% of people are facing Catastrophe/ Famine food security level (IPC Phase 5). ACAPS considers them to be in level 5 of the severity index (Extreme humanitarian conditions). IPC Projected Acute Food Insecurity is for 16  June- 30 September.",PSE004Extreme humanitarian conditions - Level 5,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Buildings damaged,74432,UNOSAT 31/07/2024,Low,3,https://unosat.org/products/3904,The figure represents the number of damaged structures in the Gaza Strip as of  6 July 2024. ,PSE004Buildings damaged,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Buildings destroyed,46223,UNOSAT 31/07/2024,Low,3,https://unosat.org/products/3904,The figure represents the number of destroyed structures in the Gaza Strip as of 6 July 2024. ,PSE004Buildings destroyed,2024-09-25,Humanitarian development
Conflict in Gaza,PSE004,Palestine,Crisis affected groups,5,IPC 25/06/2024; OCHA 17/04/2024,High,1,https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Gaza_Strip_Acute_Food_Insecurity_MaySept2024_Special_Snapshot.pdf; https://www.ochaopt.org/content/flash-appeal-occupied-palestinian-territory-2024,"IDPs; Refugees, asylum seekers, and others of concern (such as migrants etc.); Returnees; Host and; Non-Host  are exposed or affected by the conflict in Gaza crisis",PSE004Crisis affected groups,2024-09-25,Humanitarian development
Complex crisis in Lebanon,LBN006,Lebanon,Total population,5700000,OCHA 06/06/2023,Medium ,2,https://reliefweb.int/report/lebanon/escalating-needs-lebanon-2023-overview-enar,"The figure is the total population of Lebanon according to OCHA, including refugees, migrants, and asylum seekers.",LBN006Total population,2024-09-25,Humanitarian development
Complex crisis in Lebanon,LBN006,Lebanon,Landmass affected,10450,World Bank accessed on 22/09/2024,High,1,https://data.worldbank.org/indicator/AG.SRF.TOTL.K2?locations=LB ,The complex crisis in Lebanon is affecting the whole country. The entire landmass of Lebanon is considered here.,LBN006Landmass affected,2024-09-25,Humanitarian development
