Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Venezuela displacement in Panama,PAN002,Panama,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"PAN002Violence against personnel, facilities and assets",2022-02-24,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Landmass affected,147500,Government of Poland accessed 28/02/2022,High,1,https://www.paih.gov.pl/files/?id_plik=17063,Displaced people crossed to border areas. Lunlin region surface area 147.5  sqkm.,POL002Landmass affected,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Fatalities reported,0,ACLED 18/02/2022,High,1,https://acleddata.com/data-export-tool/,All crisis fatalities in Last 6 months (01/08/2021 to 31/01/2022).  Military casualties were not counted.,POL002Fatalities reported,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,People in Need,0,"Populationstat accessed 28/02/2022, Macrotrends accessed 28/02/2022, The Economic Times 27/02/2022, OCHA 27/02/2022",Medium,2,https://populationstat.com/poland/lublin ; https://www.macrotrends.net/cities/22146/lublin/population ;  https://economictimes.indiatimes.com/news/international/world-news/at-least-370000-flee-ukraine-after-russian-invasion/articleshow/89872634.cms ; https://reliefweb.int/report/ukraine/ukraine-humanitarian-impact-situation-report-500-pm-eet-27-february-2022,"1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Affected people is the number of Lublin residents + displaced from Ukraine 27/02/2022.
Level 5: =0.
Level 4 0.
Level 3 =0.
Level 2 = Affected - PiN = 156,000-0 = 156,000
Level 1 - Exposed - affected =488,336-156,000=332,336
",POL002People in Need,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Fatalities in all crises,9,ACLED 18/02/2022,High,1,https://acleddata.com/data-export-tool/,All fatalities in Last 6 months (01/08/2021 to 31/01/2022).  Military casualties were not counted.,POL002Fatalities in all crises,2022-02-28,Humanitarian development
Complex crisis in DRC,COD001,DRC,People displaced,10097999,UNHCR 31/01/2022,High,1,https://reliefweb.int/sites/reliefweb.int/files/resources/COD_HCR_Map_DRC_at_a_Glance_31_January_2022_A3_OK.pdf,"refugees and asylum seekers in DRC (524,125) + Congolese refugees and asylum seekers in Africa (1,009,167) + IDPs 5,610,000  million  + 2,940,000 million returnees + Repatriated from DRC to neighboring countries (14,506) + Repatriated from neighboring Countries to DRC (201)",COD001People displaced,2022-02-28,Change in the data/methodology
Complex crisis in Mali,MLI001,Mali,People displaced,1147123,UNHCR 31/01/2022,High,1,https://reliefweb.int/sites/reliefweb.int/files/resources/MLIBA_Monthly%20PoCs%20Stats_Janvier2022.pdf,Sum of IDPs + IDP returnees + refugees and Malian refugees in third countries ,MLI001People displaced,2022-02-28,Change in the data/methodology
Complex crisis in Mali,MLI001,Mali,Fatalities reported,1047,ACLED 21/02/2022,High,1,https://acleddata.com/dashboard/#/dashboard,Total Fatalities from 11/08/2021 to 11/02/2022,MLI001Fatalities reported,2022-02-28,Change in the data/methodology
Multiple crises in Niger,NER001,Niger,People displaced,582150,UNHCR 31/01/2022,High,1,https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20Niger_Population%20of%20Concern_%20January%202022.pdf,Figure represents sum of IDPs + refugees + returnees + Asylum seekers and other persons of concern  ,NER001People displaced,2022-02-28,Change in the data/methodology
Multiple crises in Niger,NER001,Niger,Fatalities reported,623,ACLED 21/02/2022,High,1,https://acleddata.com/dashboard/#/dashboard,Total Fatalities from 11/08/2021 to 11/02/2022,NER001Fatalities reported,2022-02-28,Change in the data/methodology
Boko Haram in Niger,NER002,Niger,People displaced,236943,UNHCR 31/01/2022,High,1,https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20Niger_Population%20of%20Concern_%20January%202022.pdf,"Nigerian refugees (130,023) + Returnees (35, 491) + IDPs (67, 817) Asylum seekers (3,612)",NER002People displaced,2022-02-28,Change in the data/methodology
Boko Haram in Niger,NER002,Niger,Fatalities reported,123,ACLED 21/02/2022,High,1,https://acleddata.com/dashboard/#/dashboard,Total Fatalities from 11/08/2021 to 11/02/2022,NER002Fatalities reported,2022-02-28,Change in the data/methodology
Mali/Burkina Faso conflict,NER003,Niger,People displaced,224421,UNHCR 31/01/2022,High,1,https://reliefweb.int/sites/reliefweb.int/files/resources/UNHCR%20Niger_Population%20of%20Concern_%20January%202022.pdf,"Population of concern in Tahoua and Tillaberi + Nigerien refugees in Mali, as they have been displaced by the same crisis",NER003People displaced,2022-02-28,Change in the data/methodology
Mali/Burkina Faso conflict,NER003,Niger,Fatalities reported,472,ACLED 21/02/2022,High,1,https://acleddata.com/dashboard/#/dashboard,Total Fatalities from 11/08/2021 to 11/02/2022,NER003Fatalities reported,2022-02-28,Change in the data/methodology
Conflict in Burkina Faso,BFA002,Burkina Faso,People displaced,1614585,UNHCR 31/01/2022,High,1,https://reliefweb.int/sites/reliefweb.int/files/resources/BURKINA%20FASO_Rapport%20statisitique%2031012022.pdf,IDPs+Refugees+Asylum seekers,BFA002People displaced,2022-02-28,Change in the data/methodology
Conflict in Burkina Faso,BFA002,Burkina Faso,Fatalities reported,1627,ACLED 21/02/2022,High,1,https://acleddata.com/dashboard/#/dashboard,Total Fatalities from 11/08/2021 to 11/02/2022,BFA002Fatalities reported,2022-02-28,Change in the data/methodology
Displacement from Ukraine conflict in Poland,POL002,Poland,Crisis affected groups,2,"Populationstat accessed 28/02/2022, Macrotrends accessed 28/02/2022, The Economic Times 27/02/2022",Medium,2,https://populationstat.com/poland/lublin ; https://www.macrotrends.net/cities/22146/lublin/population ;  https://economictimes.indiatimes.com/news/international/world-news/at-least-370000-flee-ukraine-after-russian-invasion/articleshow/89872634.cms,Population of Lublin region + Displaced people,POL002Crisis affected groups,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Denial of existence of humanitarian needs or entitlements to assistance,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,HUN002Impediments to entry into country (bureaucratic and administrative),2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Interference into implementation of humanitarian activities,1,ACAPS Access Methodology,Medium,2,x,x,HUN002Interference into implementation of humanitarian activities,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Ongoing insecurity/hostilities affecting humanitarian assistance,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",0,ACAPS Access Methodology,Medium,2,x,x,"HUN002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Presence of mines and improvised explosive devices,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,HUN002Restriction and obstruction of access to services and assistance,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),0,ACAPS Access Methodology,Medium,2,x,x,HUN002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Hungary,HUN002,Hungary,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"HUN002Violence against personnel, facilities and assets",2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,POL002Denial of existence of humanitarian needs or entitlements to assistance,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,POL002Impediments to entry into country (bureaucratic and administrative),2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Interference into implementation of humanitarian activities,1,ACAPS Access Methodology,Medium,2,x,x,POL002Interference into implementation of humanitarian activities,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,POL002Ongoing insecurity/hostilities affecting humanitarian assistance,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",0,ACAPS Access Methodology,Medium,2,x,x,"POL002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,POL002Presence of mines and improvised explosive devices,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,POL002Restriction and obstruction of access to services and assistance,2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),0,ACAPS Access Methodology,Medium,2,x,x,POL002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2022-02-28,Humanitarian development
Displacement from Ukraine conflict in Poland,POL002,Poland,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"POL002Violence against personnel, facilities and assets",2022-02-28,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Illness cases reported,x,x,,0,x,x,REG014Illness cases reported,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Injuries reported,x,x,,0,x,x,REG014Injuries reported,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Buildings damaged,x,x,Low,3,x,x,REG014Buildings damaged,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Buildings destroyed,x,x,Low,3,x,x,REG014Buildings destroyed,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Buildings in affected area,x,x,Low,3,x,x,REG014Buildings in affected area,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Economic Losses,x,x,Low,3,x,x,REG014Economic Losses,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Extreme humanitarian conditions - Level 5,0,OCHA 03/01/2022 ; IOM 13/12/2021 x x,Medium,2,https://dtm.iom.int/reports/ethiopia-%E2%80%94-national-displacement-report-10-august-september-2021 ; https://reliefweb.int/sites/reliefweb.int/files/resources/Ethiopia%20Humanitarian%20Bulletin%20-%203%20January%202022.pdf  x,"The sum of Level 5 figures for the drought crisis from ACAPS INFORM Severity Index of each country (Ethiopia, Kenya, and Somalia)",REG014Extreme humanitarian conditions - Level 5,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Crisis affected groups,5,x,Medium,2,x,All groups are affected,REG014Crisis affected groups,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",People facing limited access constraints,x,x,Low,3,x,x,REG014People facing limited access constraints,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",People facing restricted access constraints,x,x,Low,3,x,x,REG014People facing restricted access constraints,2022-03-02,Humanitarian development
International Displacement in Uganda,UGA005,Uganda,People affected,1582892,UNHCR 31/01/2022,Medium,2,https://reliefweb.int/report/uganda/uganda-refugee-statistics-january-2022-0,"This is the cumulative number of refugees in Uganda. The highest population of refugees originate from South Sudan and DRC. There are also refugees in smaller numbers from Rwanda, Burundi, Somalia, Eritrea, Ethiopia and Sudan",UGA005People affected,2022-03-02,Change in the data/methodology
International Displacement in Uganda,UGA005,Uganda,People displaced,1582892,UNHCR 31/01/2022,Medium,2,https://reliefweb.int/report/uganda/uganda-refugee-statistics-january-2022-0,"This is the cumulative number of refugees/asylum seekers in Uganda. The highest population of refugees originate from South Sudan and DRC. There are also refugees in smaller numbers from Rwanda, Burundi, Somalia, Eritrea, Ethiopia and Sudan",UGA005People displaced,2022-03-02,Change in the data/methodology
International Displacement in Uganda,UGA005,Uganda,Minimal humanitarian conditions - Level 1,6147400,UNHCR 15/09/2021; UNHCR 17/06/2021; UNHCR 31/01/2022,Medium,2,https://data2.unhcr.org/en/documents/details/88608; https://www.unhcr.org/news/press/2021/6/60cb0dc14/covid-19-poses-major-threat-life-welfare-refugees-uganda-60cb0dc14.html;https://reliefweb.int/report/uganda/uganda-refugees-ipc-acute-malnutrition-analysis-november-2020-september-2021-issued; https://reliefweb.int/report/uganda/uganda-refugee-statistics-january-2022-0,"While there may be refugees living in Uganda that are experiencing level 4 humanitarian conditions, they were catergorised under level 3 as there was no clear evidence to stratify them differently. Level 1 and 2 were calculated according to ACAPS methodology. ",UGA005Minimal humanitarian conditions - Level 1,2022-03-02,Change in the data/methodology
International Displacement in Uganda,UGA005,Uganda,Stressed humanitarian conditions - Level 2,0,UNHCR 31/01/2022,Medium,2,https://reliefweb.int/report/uganda/uganda-refugee-statistics-january-2022-0,"While there may be refugees living in Uganda that are experiencing level 4 humanitarian conditions, they were catergorised under level 3 as there was no clear evidence to stratify them differently. Level 1 and 2 were calculated according to ACAPS methodology. ",UGA005Stressed humanitarian conditions - Level 2,2022-03-02,Change in the data/methodology
International Displacement in Uganda,UGA005,Uganda,Moderate humanitarian conditions - Level 3,1582892,UNHCR 31/01/2022,Medium,2,https://reliefweb.int/report/uganda/uganda-refugee-statistics-january-2022-0,"While there may be refugees living in Uganda that are experiencing level 4 humanitarian conditions, they were catergorised under level 3 as there was no clear evidence to stratify them differently. Level 1 and 2 were calculated according to ACAPS methodology. ",UGA005Moderate humanitarian conditions - Level 3,2022-03-02,Change in the data/methodology
International Displacement in Uganda,UGA005,Uganda,Severe humanitarian conditions - Level 4,0,X,Low,3,x,"While there may be refugees living in Uganda that are experiencing level 4 humanitarian conditions, they were catergorised under level 3 as there was no clear evidence to stratify them differently. Level 1 and 2 were calculated according to ACAPS methodology. ",UGA005Severe humanitarian conditions - Level 4,2022-03-02,Change in the data/methodology
International Displacement in Uganda,UGA005,Uganda,Extreme humanitarian conditions - Level 5,0,X,Low,3,x,"While there may be refugees living in Uganda that are experiencing level 4 humanitarian conditions, they were catergorised under level 3 as there was no clear evidence to stratify them differently. Level 1 and 2 were calculated according to ACAPS methodology. ",UGA005Extreme humanitarian conditions - Level 5,2022-03-02,Change in the data/methodology
International Displacement in Uganda,UGA005,Uganda,People in Need,1582892,UNHCR 31/01/2022,Medium,2,https://reliefweb.int/report/uganda/uganda-refugee-statistics-january-2022-0,All refugees living in Uganda are in need. Even those who have integrated with the host population need assistance due to the socio-economic impact of Covid 19,UGA005People in Need,2022-03-02,Change in the data/methodology
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,REG014Denial of existence of humanitarian needs or entitlements to assistance,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Impediments to entry into country (bureaucratic and administrative),2,ACAPS Access Methodology,Medium,2,x,x,REG014Impediments to entry into country (bureaucratic and administrative),2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Interference into implementation of humanitarian activities,3,ACAPS Access Methodology,Medium,2,x,x,REG014Interference into implementation of humanitarian activities,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Ongoing insecurity/hostilities affecting humanitarian assistance,3,ACAPS Access Methodology,Medium,2,x,x,REG014Ongoing insecurity/hostilities affecting humanitarian assistance,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya","Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",3,ACAPS Access Methodology,Medium,2,x,x,"REG014Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Presence of mines and improvised explosive devices,3,ACAPS Access Methodology,Medium,2,x,x,REG014Presence of mines and improvised explosive devices,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Restriction and obstruction of access to services and assistance,3,ACAPS Access Methodology,Medium,2,x,x,REG014Restriction and obstruction of access to services and assistance,2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya",Restriction of movement (impediments to freedom of movement and/or administrative restrictions),3,ACAPS Access Methodology,Medium,2,x,x,REG014Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2022-03-02,Humanitarian development
Eastern Africa Regional Drought Crisis,REG014,"Ethiopia,Somalia,Kenya","Violence against personnel, facilities and assets",3,ACAPS Access Methodology,Medium,2,x,x,"REG014Violence against personnel, facilities and assets",2022-03-02,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Denial of existence of humanitarian needs or entitlements to assistance,2022-03-06,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,MDA002Impediments to entry into country (bureaucratic and administrative),2022-03-06,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Interference into implementation of humanitarian activities,2022-03-06,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Ongoing insecurity/hostilities affecting humanitarian assistance,2022-03-06,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",0,ACAPS Access Methodology,Medium,2,x,x,"MDA002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2022-03-06,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Presence of mines and improvised explosive devices,2022-03-06,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,MDA002Restriction and obstruction of access to services and assistance,2022-03-06,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),1,ACAPS Access Methodology,Medium,2,x,x,MDA002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2022-03-06,Humanitarian development
DIsplacement from Ukraine conflict in Moldova,MDA002,Moldova,"Violence against personnel, facilities and assets",0,ACAPS Access Methodology,Medium,2,x,x,"MDA002Violence against personnel, facilities and assets",2022-03-06,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Landmass affected,15700,"ASB 05/03/2022, Slovakiasite accessed 06/03/2022",Medium,2,https://reliefweb.int/report/slovakia/initial-assessment-report-eastern-slovakia-3rd-march-2022 ; http://www.slovakiasite.com/regions.php,"Displaced people crossed to border areas, mainly to Camp Hummenne (Hummenne town in Zemplín region) and Camp Evo (Vojany is a village and municipality in Michalovce District in the Kosice Region of eastern Slovakia). Estimations might be less than the actual area. Surface area =  11+29= 40 sqkm. since the refugees are over 100,000 it is very likely to be in the 2 border regions (Kosice and Presov). Surface area =  8,974.5+6,751.9= 15,700 sqkm. Main crossing points from Ukraine to Slovakia: Velke Slemence and Vysne Nemecke.",SVK002Landmass affected,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Fatalities reported,0,ACLED 25/02/2022,Medium,2,https://acleddata.com/data-export-tool/,All fatalities in Last 6 months (26/08/2021 to 25/02/2022).  Military casualties were not counted.,SVK002Fatalities reported,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,People in Need,0,"ASB 05/03/2022, Slovakiasite accessed 06/03/2022, UNHCR accessed 07/03/2022",Medium,2,https://reliefweb.int/report/slovakia/initial-assessment-report-eastern-slovakia-3rd-march-2022 ; http://www.slovakiasite.com/regions.php ; https://data2.unhcr.org/en/situations/ukraine,"1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of  Kosice and Presov + The number of displaced from Ukraine as at 06/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 128,169- 0 = 128,169
Level 1 - Exposed - affected = 1672072 - 128,169= 1,543,903
",SVK002People in Need,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Minimal humanitarian conditions - Level 1,1543903,"ASB 05/03/2022, Slovakiasite accessed 06/03/2022, UNHCR accessed 07/03/2022",Medium,2,https://reliefweb.int/report/slovakia/initial-assessment-report-eastern-slovakia-3rd-march-2022 ; http://www.slovakiasite.com/regions.php ; https://data2.unhcr.org/en/situations/ukraine,"1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of  Kosice and Presov + The number of displaced from Ukraine as at 06/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 128,169- 0 = 128,169
Level 1 - Exposed - affected = 1672072 - 128,169= 1,543,903
",SVK002Minimal humanitarian conditions - Level 1,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Moderate humanitarian conditions - Level 3,0,"ASB 05/03/2022, Slovakiasite accessed 06/03/2022, UNHCR accessed 07/03/2022",Medium,2,https://reliefweb.int/report/slovakia/initial-assessment-report-eastern-slovakia-3rd-march-2022 ; http://www.slovakiasite.com/regions.php ; https://data2.unhcr.org/en/situations/ukraine,"1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of  Kosice and Presov + The number of displaced from Ukraine as at 06/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 128,169- 0 = 128,169
Level 1 - Exposed - affected = 1672072 - 128,169= 1,543,903
",SVK002Moderate humanitarian conditions - Level 3,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Severe humanitarian conditions - Level 4,0,"ASB 05/03/2022, Slovakiasite accessed 06/03/2022, UNHCR accessed 07/03/2022",Medium,2,https://reliefweb.int/report/slovakia/initial-assessment-report-eastern-slovakia-3rd-march-2022 ; http://www.slovakiasite.com/regions.php ; https://data2.unhcr.org/en/situations/ukraine,"1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of  Kosice and Presov + The number of displaced from Ukraine as at 06/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 128,169- 0 = 128,169
Level 1 - Exposed - affected = 1672072 - 128,169= 1,543,903
",SVK002Severe humanitarian conditions - Level 4,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Extreme humanitarian conditions - Level 5,0,"ASB 05/03/2022, Slovakiasite accessed 06/03/2022, UNHCR accessed 07/03/2022",Medium,2,https://reliefweb.int/report/slovakia/initial-assessment-report-eastern-slovakia-3rd-march-2022 ; http://www.slovakiasite.com/regions.php ; https://data2.unhcr.org/en/situations/ukraine,"1. People in need is not available (There is enough response for now and no information that there is PiN.
2. Exposed people is the population of  Kosice and Presov + The number of displaced from Ukraine as at 06/03/2022.
3. Affected people is the displaced people from Ukraine.
Level 5: =0.
Level 4 =0.
Level 3 =0.
Level 2 = Affected - PiN = 128,169- 0 = 128,169
Level 1 - Exposed - affected = 1672072 - 128,169= 1,543,903
",SVK002Extreme humanitarian conditions - Level 5,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Fatalities in all crises,0,ACLED 25/02/2022,Medium,2,https://acleddata.com/data-export-tool/,All fatalities in Last 6 months (26/08/2021 to 25/02/2022).  Military casualties were not counted.,SVK002Fatalities in all crises,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Crisis affected groups,2,"ASB 05/03/2022, Slovakiasite accessed 06/03/2022, UNHCR accessed 07/03/2022",Medium,2,https://reliefweb.int/report/slovakia/initial-assessment-report-eastern-slovakia-3rd-march-2022 ; http://www.slovakiasite.com/regions.php ; https://data2.unhcr.org/en/situations/ukraine,Host communities and Displaced from Ukraine.,SVK002Crisis affected groups,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Denial of existence of humanitarian needs or entitlements to assistance,0,ACAPS Access Methodology,Medium,2,x,x,SVK002Denial of existence of humanitarian needs or entitlements to assistance,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Impediments to entry into country (bureaucratic and administrative),0,ACAPS Access Methodology,Medium,2,x,x,SVK002Impediments to entry into country (bureaucratic and administrative),2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Interference into implementation of humanitarian activities,0,ACAPS Access Methodology,Medium,2,x,x,SVK002Interference into implementation of humanitarian activities,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Ongoing insecurity/hostilities affecting humanitarian assistance,0,ACAPS Access Methodology,Medium,2,x,x,SVK002Ongoing insecurity/hostilities affecting humanitarian assistance,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",0,ACAPS Access Methodology,Medium,2,x,x,"SVK002Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Presence of mines and improvised explosive devices,0,ACAPS Access Methodology,Medium,2,x,x,SVK002Presence of mines and improvised explosive devices,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Restriction and obstruction of access to services and assistance,0,ACAPS Access Methodology,Medium,2,x,x,SVK002Restriction and obstruction of access to services and assistance,2022-03-07,Humanitarian development
Displacement from Ukraine conflict in Slovakia,SVK002,Slovakia,Restriction of movement (impediments to freedom of movement and/or administrative restrictions),0,ACAPS Access Methodology,Medium,2,x,x,SVK002Restriction of movement (impediments to freedom of movement and/or administrative restrictions),2022-03-07,Humanitarian development
