Crisis,Crisis ID,Country,Indicator,Figure,Source and Date,Reliability,Reliability Score,Link,Justification,Helper,Date of entry,Type of entry
Conflict in Palestine,PSE002,Palestine,People affected,5354656,OCHA 27/01/2023 Adjusted,High,1,https://reliefweb.int/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023,"Based on the 2022 HNO – 88% of the population are affected by the conflict, occupation and in Gaza also by the air, land and sea blockade",PSE002People affected,2023-06-23,Humanitarian development
Conflict in Palestine,PSE002,Palestine,People in Need,2100000,OCHA 27/01/2023 Adjusted,High,1,https://reliefweb.int/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023,"Based on the 2022 HNO - PiN and severity figures were calculated through sectoral and inter-sectoral approach: 
The 2022 Inter-Sector Need Severity Classification: the severity is minimal 12%, stress 44%, severe 38%, extreme 6%, and catastrophic 0%. These rates were multiplied by the updated population figures from the Palestinian Central Bureau of Statistics estimation of 2022 projection. 
Level 1 = Minimal = Exposed population – Affected population – PiN. The total population is considered facing at least minor humanitarian conditions. The entire population (about 5.3 m) is considered exposed 
Level 2 = Stress = Affected population – PiN. Almost all the population are affected
Level 3, 4, & 5 = Severe + Extreme + Catastrophic = PiN which is about 2.4 million",PSE002People in Need,2023-06-23,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Minimal humanitarian conditions - Level 1,0,OCHA 27/01/2023 Adjusted,High,1,https://reliefweb.int/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023,"Based on the 2022 HNO - PiN and severity figures were calculated through sectoral and inter-sectoral approach: 
The 2022 Inter-Sector Need Severity Classification: the severity is minimal 12%, stress 44%, severe 38%, extreme 6%, and catastrophic 0%. These rates were multiplied by the updated population figures from the Palestinian Central Bureau of Statistics estimation of 2022 projection. 
Level 1 = Minimal = Exposed population – Affected population – PiN. The total population is considered facing at least minor humanitarian conditions. The entire population (about 5.3 m) is considered exposed 
Level 2 = Stress = Affected population – PiN. Almost all the population are affected
Level 3, 4, & 5 = Severe + Extreme + Catastrophic = PiN which is about 2.4 million",PSE002Minimal humanitarian conditions - Level 1,2023-06-23,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Stressed humanitarian conditions - Level 2,3254656,OCHA 27/01/2023 Adjusted,High,1,https://reliefweb.int/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023,"Based on the 2022 HNO - PiN and severity figures were calculated through sectoral and inter-sectoral approach: 
The 2022 Inter-Sector Need Severity Classification: the severity is minimal 12%, stress 44%, severe 38%, extreme 6%, and catastrophic 0%. These rates were multiplied by the updated population figures from the Palestinian Central Bureau of Statistics estimation of 2022 projection. 
Level 1 = Minimal = Exposed population – Affected population – PiN. The total population is considered facing at least minor humanitarian conditions. The entire population (about 5.3 m) is considered exposed 
Level 2 = Stress = Affected population – PiN. Almost all the population are affected
Level 3, 4, & 5 = Severe + Extreme + Catastrophic = PiN which is about 2.4 million",PSE002Stressed humanitarian conditions - Level 2,2023-06-23,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Moderate humanitarian conditions - Level 3,1335000,OCHA 27/01/2023 Adjusted,High,1,https://reliefweb.int/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023,"Based on the 2022 HNO - PiN and severity figures were calculated through sectoral and inter-sectoral approach: 
The 2022 Inter-Sector Need Severity Classification: the severity is minimal 12%, stress 44%, severe 38%, extreme 6%, and catastrophic 0%. These rates were multiplied by the updated population figures from the Palestinian Central Bureau of Statistics estimation of 2022 projection. 
Level 1 = Minimal = Exposed population – Affected population – PiN. The total population is considered facing at least minor humanitarian conditions. The entire population (about 5.3 m) is considered exposed 
Level 2 = Stress = Affected population – PiN. Almost all the population are affected
Level 3, 4, & 5 = Severe + Extreme + Catastrophic = PiN which is about 2.4 million",PSE002Moderate humanitarian conditions - Level 3,2023-06-23,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Severe humanitarian conditions - Level 4,700000,OCHA 27/01/2023 Adjusted,High,1,https://reliefweb.int/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023,"Based on the 2022 HNO - PiN and severity figures were calculated through sectoral and inter-sectoral approach: 
The 2022 Inter-Sector Need Severity Classification: the severity is minimal 12%, stress 44%, severe 38%, extreme 6%, and catastrophic 0%. These rates were multiplied by the updated population figures from the Palestinian Central Bureau of Statistics estimation of 2022 projection. 
Level 1 = Minimal = Exposed population – Affected population – PiN. The total population is considered facing at least minor humanitarian conditions. The entire population (about 5.3 m) is considered exposed 
Level 2 = Stress = Affected population – PiN. Almost all the population are affected
Level 3, 4, & 5 = Severe + Extreme + Catastrophic = PiN which is about 2.4 million",PSE002Severe humanitarian conditions - Level 4,2023-06-23,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Extreme humanitarian conditions - Level 5,65000,OCHA 27/01/2023 Adjusted,High,1,https://reliefweb.int/report/occupied-palestinian-territory/occupied-palestinian-territory-opt-humanitarian-needs-overview-2023-january-2023,"Based on the 2022 HNO - PiN and severity figures were calculated through sectoral and inter-sectoral approach: 
The 2022 Inter-Sector Need Severity Classification: the severity is minimal 12%, stress 44%, severe 38%, extreme 6%, and catastrophic 0%. These rates were multiplied by the updated population figures from the Palestinian Central Bureau of Statistics estimation of 2022 projection. 
Level 1 = Minimal = Exposed population – Affected population – PiN. The total population is considered facing at least minor humanitarian conditions. The entire population (about 5.3 m) is considered exposed 
Level 2 = Stress = Affected population – PiN. Almost all the population are affected
Level 3, 4, & 5 = Severe + Extreme + Catastrophic = PiN which is about 2.4 million",PSE002Extreme humanitarian conditions - Level 5,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,Landmass affected,3364,World bank 2017; UNHCR 14/05/2020,High,1,https://data.worldbank.org/indicator/SP.POP.TOTL?locations=GR; https://data2.unhcr.org/en/documents/download/74134,"Only the areas most affected have been considered (Lesvos, Samos, Chios, Kos, Leros).For cities, the municipal areas and population have been used.",GRC002Landmass affected,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,People exposed,418000,UNHCR 22 /02/2023,Medium ,2,https://data.unhcr.org/en/documents/details/99055; https://data.unhcr.org/en/documents/details/99055,"Only the areas most affected are counted: Lesvos, Samos, Chios, Kos, Leros.  Displacement data is added.",GRC002People exposed,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,People affected,173182,UNHCR 22 /02/2023,Medium ,2,https://data.unhcr.org/en/documents/details/99055; https://data.unhcr.org/en/documents/details/99055,We consider only the displaced community to be affected ,GRC002People affected,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,People in Need,20500,UNHCR 22 /02/2023; UNHCR 22 /02/2023; UNHCR 09/03/2021; UNHCR 12/09/2021; UNHCR 01/04/2021; UNHCR 27/07/2021,Low,3,https://data.unhcr.org/en/documents/details/99055; https://data.unhcr.org/en/documents/details/99055; https://data2.unhcr.org/en/documents/details/85353; https://data2.unhcr.org/en/situations/mediterranean/location/5179; https://data2.unhcr.org/en/documents/details/85820; https://data2.unhcr.org/en/documents/details/87935,The PIN includes refugees and migrants living on the islands as registered by UNHCR. We decided to allocate the island population to the lowest PIN category (HC3: people facing moderate humanitarian conditions). People facing stressed conditions (HC2) are calculated as the affected population minus the PIN. People facing none/minor humanitarian conditions (HC 1) are calculated as the exposed population minus the affected population. ,GRC002People in Need,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,Minimal humanitarian conditions - Level 1,244818,UNHCR 22 /02/2023; UNHCR 22 /02/2023; UNHCR 09/03/2021; UNHCR 12/09/2021; UNHCR 01/04/2021; UNHCR 27/07/2021,Low,3,https://data.unhcr.org/en/documents/details/99055; https://data.unhcr.org/en/documents/details/99055; https://data2.unhcr.org/en/documents/details/85353; https://data2.unhcr.org/en/situations/mediterranean/location/5179; https://data2.unhcr.org/en/documents/details/85820; https://data2.unhcr.org/en/documents/details/87935, Level 1 = people exposed - people affected ( according to the INFORM Severity Index methodology ),GRC002Minimal humanitarian conditions - Level 1,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,Stressed humanitarian conditions - Level 2,152682,UNHCR 22 /02/2023; UNHCR 22 /02/2023; UNHCR 09/03/2021; UNHCR 12/09/2021; UNHCR 01/04/2021; UNHCR 27/07/2021,Low,3,https://data.unhcr.org/en/documents/details/99055; https://data.unhcr.org/en/documents/details/99055; https://data2.unhcr.org/en/documents/details/85353; https://data2.unhcr.org/en/situations/mediterranean/location/5179; https://data2.unhcr.org/en/documents/details/85820; https://data2.unhcr.org/en/documents/details/87935,Level 2 = people affected - PIN number ( according to the INFORM Severity Index methodology ),GRC002Stressed humanitarian conditions - Level 2,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,Moderate humanitarian conditions - Level 3,20500,UNHCR 22 /02/2023; UNHCR 22 /02/2023; UNHCR 09/03/2021; UNHCR 12/09/2021; UNHCR 01/04/2021; UNHCR 27/07/2021,Low,3,https://dtm.iom.int/content/europe-migration-arrivals-dashboard,"Level 3 is the number of PIN, this was decided by using the number of people arrived in the past 12 month to be on Level 3",GRC002Moderate humanitarian conditions - Level 3,2023-06-23,Change in the data/methodology
Mixed migration flows in Greece,GRC002,Greece,Severe humanitarian conditions - Level 4,0,UNHCR 22 /02/2023; UNHCR 22 /02/2023; UNHCR 09/03/2021; UNHCR 12/09/2021; UNHCR 01/04/2021; UNHCR 27/07/2021,Low,3,https://dtm.iom.int/content/europe-migration-arrivals-dashboard,The severity of needs is not identified,GRC002Severe humanitarian conditions - Level 4,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,Extreme humanitarian conditions - Level 5,0,UNHCR 22 /02/2023; UNHCR 22 /02/2023; UNHCR 09/03/2021; UNHCR 12/09/2021; UNHCR 01/04/2021; UNHCR 27/07/2021,Low,3,https://dtm.iom.int/content/europe-migration-arrivals-dashboard,The severity of needs is not identified,GRC002Extreme humanitarian conditions - Level 5,2023-06-23,Humanitarian development
Mixed migration flows in Greece,GRC002,Greece,Total population,10482487,ELSTAT accessed on 21/06/2023,High,1,https://www.statistics.gr/en/greece-in-figures,Total population according to  2021 population census,GRC002Total population,2023-06-23,Humanitarian development
Conflict in Palestine,PSE002,Palestine,Total population,26052021,PCBS 26/05/2021,Medium,2,https://www.pcbs.gov.ps/statisticsIndicatorsTables.aspx?lang=en&table_id=676,The Palestinian Central Bureau of Statistics estimation of 2023 projection. ,PSE002Total population,2023-06-23,Humanitarian development
Multiple crises in the Philippines,PHL001,Philippines,Injuries reported,0,x,Low,3,x,Number of crisis related in juries in the last 6 months,PHL001Injuries reported,2023-06-24,Humanitarian development
Multiple crises in the Philippines,PHL001,Philippines,Moderate humanitarian conditions - Level 3,111075,OCHA 15/06/2023; DSWD 11/05/2023,Low,3,https://reliefweb.int/report/philippines/philippines-mindanao-displacement-snapshot-12-june-2024; https://dromic.dswd.gov.ph/wp-content/uploads/2023/03/DSWD-DROMIC-Report-76-on-Severe-Tropical-Storm-Paeng-as-of-17-March-2023-6PM.pdf,"The total number of people in need in PHL003 and PHL012, all people in need are considered at level 3",PHL001Moderate humanitarian conditions - Level 3,2023-06-24,Change in the data/methodology
Typhoon Nalgae,PHL012,Philippines,Injuries reported,0,x,Medium ,2,x,Number of crisis related in injuries in the last 6 months. Typhoon Nalgae spanned from late Oct 2022 to early Nov 2022.,PHL012Injuries reported,2023-06-24,Humanitarian development
Typhoon Nalgae,PHL012,Philippines,Fatalities reported,0,x,Medium ,2,x,"Number of crises fatalities in the last 6 months. Six months previous to the month the severity index (SI) is calculated are considered. For example, for the January 2023 version of SI, months considered will be July 2022 to December 2022. Typhoon Nalgae spanned from late Oct 2022 to early Nov 2022.",PHL012Fatalities reported,2023-06-24,Humanitarian development
Complex crisis in Afghanistan,AFG001,Afghanistan,Extreme humanitarian conditions - Level 5,0,IPC 15/05/2023 ; OCHA 18/06/23,High,1,https://reliefweb.int/report/afghanistan/afghanistan-humanitarian-needs-overview-2023-january-2027,There is no one in level 5 ,AFG001Extreme humanitarian conditions - Level 5,2023-06-26,Change in the data/methodology
Complex crisis in Pakistan,PAK001,Pakistan,People displaced,3702004,UNHCR Accessed 23/03/2023IDMC 24/05/2023Government of Pakistan 11/04/2023,Medium ,2,https://data.unhcr.org/en/situations/afghanistanhttps://www.internal-displacement.org/countries/pakistanSitrep New 11-04-2023.pdf (pdma.gos.pk),"The figure includes the total number of IDPs which also includes Monsoon 2022 IDPs and  Afghan refugees. (Undocumented 775000, new arrival 600000, 1.32 million Afghan PoR card holders,  Afghan citizen card 840000 and UMRF 140872 )",PAK001People displaced,2023-06-26,Change in the data/methodology
Complex crisis in Pakistan,PAK001,Pakistan,Moderate humanitarian conditions - Level 3,18502532, IPC 05/06/23; OCHA 04/10/2022,Medium ,2,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156396/?iso3=PAK; https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-03-26-august-2025,Level 3 comprises Moderate humanitarian conditions =  People in need - Severe humanitarian conditions (Level 4),PAK001Moderate humanitarian conditions - Level 3,2023-06-26,Change in the data/methodology
Complex crisis in Pakistan,PAK001,Pakistan,Severe humanitarian conditions - Level 4,2097468, IPC 05/06/23; OCHA 04/10/2022,Medium ,2,https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1156396/?iso3=PAK; https://reliefweb.int/report/pakistan/pakistan-2022-monsoon-floods-situation-report-no-03-26-august-2025,"We considered the Number of people who are in IPC Phase 4 and 30,000 people severely affected by Monsoon Flood 2022.",PAK001Severe humanitarian conditions - Level 4,2023-06-26,Change in the data/methodology
Floods in Pakistan ,PAK005,Pakistan,People exposed,33000000,OCHA 04/10/2022,Medium ,2,https://reliefweb.int/report/pakistan/revised-pakistan-2022-floods-response-plan-01-sep-2022-31-may-2023-issued-04-oct-2022,"The total exposed population is the same as the affected people across Gilgit-Balochistan, Azad Jammu and Kashmir, Balochistan, Khyber Pakhtunkhwa, Punjab, and Sindh. This figure will be updated once there is available data on the estimated people exposed in this crisis.",PAK005People exposed,2023-06-26,Change in the data/methodology
Floods in Pakistan ,PAK005,Pakistan,People affected,33000000,OCHA 04/10/2022,Medium ,2,https://reliefweb.int/report/pakistan/revised-pakistan-2022-floods-response-plan-01-sep-2022-31-may-2023-issued-04-oct-2022,The monsoon had affected an estimated 33 million people across Pakistan.,PAK005People affected,2023-06-26,Change in the data/methodology
Floods in Pakistan ,PAK005,Pakistan,People displaced,5132,Government of Pakistan 11/04/2023,High,1,https://pdma.gos.pk/content/SituationReport/Sitrep%20New%2011-04-2023.pdf,"The climate catastrophe in Pakistan has caused almost a thousand deaths, including children; and displaced over 3.1 million. Pakistan is experiencing an abnormal monsoon rainfall nearly ten times higher than usual, resulting in uncontrollable urban and flash floods, and landslides, across the country. The floods caused by the monsoon rains since mid-June 2022 have affected Balochisan, Sindh, Gilgit-Baltistan, Punjab, Azad Jammu and Kashmir, and Khyber Pakhtunkhwa (KPK) provinces of Pakistan, leaving behind millions in need of urgent shelter. Around 30 million people are affected. The situation Upgraded, and people started to return to their homes, so right now only Sind province has IDPs. the Provincial Disaster Management Authority of Sindh reported that 26,203 internally displaced persons (IDPs) residing in informal settlements and 5,132 in a tent city in the Malir district",PAK005People displaced,2023-06-26,Change in the data/methodology
Floods in Pakistan ,PAK005,Pakistan,Minimal humanitarian conditions - Level 1,0,OCHA 04/10/2022,Medium ,2,https://reliefweb.int/report/pakistan/revised-pakistan-2022-floods-response-plan-01-sep-2022-31-may-2023-issued-04-oct-2022,Level 1 comprises Minimal humanitarian conditions =  People Exposed - People affected.,PAK005Minimal humanitarian conditions - Level 1,2023-06-26,Change in the data/methodology
Floods in Pakistan ,PAK005,Pakistan,Stressed humanitarian conditions - Level 2,12400000,OCHA 04/10/2022 ; OCHA 26/07/2022,Medium ,2,https://reliefweb.int/report/pakistan/revised-pakistan-2022-floods-response-plan-01-sep-2022-31-may-2023-issued-04-oct-2022 ; https://reliefweb.int/report/pakistan/asia-and-pacific-weekly-regional-humanitarian-snapshot-19-25-july-2022,Level 2 comprises Stressed humanitarian conditions =  People Affected - People in Need. ,PAK005Stressed humanitarian conditions - Level 2,2023-06-26,Change in the data/methodology
Floods in Pakistan ,PAK005,Pakistan,Moderate humanitarian conditions - Level 3,20570000,OCHA 04/10/2022 ; OCHA 26/07/2022,Medium ,2,https://reliefweb.int/report/pakistan/revised-pakistan-2022-floods-response-plan-01-sep-2022-31-may-2023-issued-04-oct-2022 ; https://reliefweb.int/report/pakistan/asia-and-pacific-weekly-regional-humanitarian-snapshot-19-25-july-2022,Level 3 comprises Moderate humanitarian conditions =  People in need - Severe humanitarian conditions (Level 4),PAK005Moderate humanitarian conditions - Level 3,2023-06-26,Change in the data/methodology
Floods in Pakistan ,PAK005,Pakistan,Severe humanitarian conditions - Level 4,30000,OCHA 26/07/2022,Medium ,2,https://reliefweb.int/report/pakistan/asia-and-pacific-weekly-regional-humanitarian-snapshot-19-25-july-2022,"According to OCHA 30,000 people have been severely affected. ",PAK005Severe humanitarian conditions - Level 4,2023-06-26,Change in the data/methodology
Floods in Pakistan ,PAK005,Pakistan,Extreme humanitarian conditions - Level 5,0,x,Low,3,x,x,PAK005Extreme humanitarian conditions - Level 5,2023-06-26,Change in the data/methodology
Complex crisis in DPRK,PRK001,DPRK,Total population,26155749,world population review Accessed 17/06/23,Medium ,2,https://worldpopulationreview.com/countries/north-korea-population,Total population in country,PRK001Total population,2023-06-26,Change in the data/methodology
Complex crisis in DPRK,PRK001,DPRK,People exposed,26155749,world population review Accessed 17/06/23,Medium ,2,https://worldpopulationreview.com/countries/north-korea-population,"The whole country is considered expossed, this figure therefore includes total population",PRK001People exposed,2023-06-26,Change in the data/methodology
Complex crisis in DPRK,PRK001,DPRK,People affected,26155749,world population review Accessed 17/06/23,Medium ,2,https://worldpopulationreview.com/countries/north-korea-population,Total population is considered affected by the various crises,PRK001People affected,2023-06-26,Change in the data/methodology
Complex crisis in DPRK,PRK001,DPRK,People displaced,34116,IDMC accessed 28/05/23 ; Ministry of Unification accessed 28/05/23,Medium ,2,https://www.internal-displacement.org/database/displacement-data ; https://www.unikorea.go.kr/eng_unikorea/relations/statistics/defectors/ ,"The number of internally displaced is unclear. North Koreans use smuggling routes to reach China or South Korea. 33,916 North Koreans arrived in South Korea as of 2023. The number of North Koreans in other host countries is also unclear.  The number of people displaced due to disaster in 2022, the hazard type is flood which is mentioned on the IDMC data table. we are including data from only one event from this data table.",PRK001People displaced,2023-06-26,Change in the data/methodology
Complex crisis in DPRK,PRK001,DPRK,Stressed humanitarian conditions - Level 2,15237431,Needs and Priorities 2020 ,Low,3,https://reliefweb.int/sites/reliefweb.int/files/resources/2020_DPRK_N%26P_Overview_Provisional.pdf,"The PIN is 10.4 million as assessed by the 2020 Needs and Priorities Overview. There is no Level 1 because everyone exposed is considered affected. Level 2 is the entire country population (25 million) minus the PIN. Level 3 includes the PIN, minus those considered in severe need. Level 4 includes those considered especially vulnerable and experiencing higher needs - this is calculated using the target PIN figure, which also includes 1.7 million children under 5. Given that the biggest needs relate to food and nutrition, this population is considered especially vulnerable. There is no one considered to be on Level 5.",PRK001Stressed humanitarian conditions - Level 2,2023-06-26,Change in the data/methodology
Conflict in Jammu and Kashmir,IND002,India,People displaced,321000,IDMC 24/05/2023,Low,3,https://www.internal-displacement.org/countries/india#displacement-data,"As for people displaced, there is a number of IDPs in Jammu and Kashmir conflict. The data for IDP Jammu and Kashmir, have not been updated since 2018. It is unclear whether all IDPs are still displaced and what their current living conditions are",IND002People displaced,2023-06-26,Change in the data/methodology
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Total population,107142736,World Bank 2020 +OCHA 2023 HNO 22/12/2022,High,1,https://data.worldbank.org/indicator/SP.POP.TOTL?locations=TR; https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-2023-humanitarian-needs-overview-december-2022-enar,"World Bank figures, includes refugee population + Total population of Syria based on 2023 HNO",REG015Total population,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Landmass affected,155377,"City Population accessed 06/2023 +KFCRIS , OCHA 06/02/2023",High,1,https://www.citypopulation.de/en/turkey/cities/; https://kfcris.com/pdf/5e43a7813784133606d70cc8b52d433b5909a9623e8c2.pdf; https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-humanitarian-country-team-hct-coordinated-response-flash-update-earthquake-6-february-2023,"Total surface areas of: Gaziantep, K. Maras, Hatay, Osmaniye, Malatya, Sansliurfa, Adana, Diyarbakir, Kilis. All of them are considered impacted by the Turkey / Syria earthquake. + Total surface areas of: Aleppo, Lattaki, Hama, Tartous, Idelb, and Ar-Raqqa. These governorates are all considered impacted by Turkiye / Syria earthquake.",REG015Landmass affected,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",People exposed,27000077,TurkStat accessed 06/2023 +OCHA 22/12/2022,Medium ,2,https://data.tuik.gov.tr/Bulten/Index?p=The-Results-of-Address-Based-Population-Registration-System-2021-45500&dil=2; https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-2023-humanitarian-needs-overview-december-2022?_gl=1*mk5vc1*_ga*MTY1MTI5MjA4Mi4xNjcxNjIyMzY5*_ga_E60ZNX2F68*MTY3NTc2MzI4Ny4zLjAuMTY3NTc2MzI4Ny42MC4wLjA.,"Total population of: Gaziantep, K. Maras, Hatay, Osmaniye, Malatya, Sansliurfa, Adana, Diyarbakir, Kilis. The whole population are considered exposed to Turkiye / Syria earthquake.  + Total population of: Aleppo, Lattaki, Hama, Tartous, Idelb, and Ar-Raqqa. The whole population are considered exposed to Turkiye / Syria earthquake. The population of these areas are based on 2023 HNO",REG015People exposed,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",People affected,17900000,OCHA 06/03/2023 +UNHCR 22/06/2023,Low,3,https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-7-6-march-2023; https://reliefweb.int/report/syrian-arab-republic/earthquake-emergency-response-whole-syria-final-report-june-2023,People affected by the EQ + People affected by the EQ,REG015People affected,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",People displaced,3500000,OCHA 06/05/2023; OCHA 18/05/2023 +OCHA 15/03/2023,Low,3,"https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-17-6-may-2023-entr
https://reliefweb.int/report/turkiye/turkiye-earthquake-2023-humanitarian-response-overview-17-may-2023; https://reliefweb.int/report/syrian-arab-republic/syrian-arab-republic-earthquakes-syria-situational-updates-1-march-2023",Number of people displaced by the EQ only + Number of people displaced by the EQ only,REG015People displaced,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Injuries reported,117604,STL 7/4/2023 +Ocha 14/04/2023,Low,3,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023; https://reliefweb.int/report/syrian-arab-republic/north-west-syria-situation-report-14-april-2023-enar,Number of deaths as a result of Turkiye / Syria earthquake + Number of deaths as a result of Turkiye / Syria earthquake,REG015Injuries reported,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Fatalities reported,57658,STL 7/4/2023 +IMC 08/03/2023,Low,3,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023; https://reliefweb.int/report/syrian-arab-republic/syriaturkey-earthquakes-situation-report-7-march-8-2023,"Number of injuries as a result of Turkiye / Syria earthquake in Kahramanmaraş, Gaziantep, Şanlıurfa, Diyarbakır, Adana, Adıyaman, Osmaniye, Hatay, Kilis and Malatya. + Fatilities reported in the EQ",REG015Fatalities reported,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Fatalities in all crises,57658,STL 7/4/2023 +IMC 08/03/2023,Low,3,https://reliefweb.int/report/turkiye/turkey-earthquake-emergency-situation-report-06042023; https://reliefweb.int/report/syrian-arab-republic/syriaturkey-earthquakes-situation-report-7-march-8-2023,"Number of injuries as a result of Turkiye / Syria earthquake in Kahramanmaraş, Gaziantep, Şanlıurfa, Diyarbakır, Adana, Adıyaman, Osmaniye, Hatay, Kilis and Malatya. + Fatilities reported in the EQ",REG015Fatalities in all crises,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",People in Need,3177004,X,Low,3,X,Low reliability estimation using FS targetted activities by WFP for the EQ response + Low reliability estimation using FS targetted activities by WFP for the EQ response,REG015People in Need,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Minimal humanitarian conditions - Level 1,9100077,WFP ADAM 06/02/2023 +WFP ADAM 06/02/2023,Low,3,https://gis.wfp.org/adam/; https://gis.wfp.org/adam/,Estimation of exposed people without the affected + Estimation of exposed people without the affected,REG015Minimal humanitarian conditions - Level 1,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Stressed humanitarian conditions - Level 2,14722996,WFP ADAM 06/02/2023 +WFP ADAM 06/02/2023,Low,3,https://gis.wfp.org/adam/; https://gis.wfp.org/adam/,Estimation of affected people without the PIN + Estimation of affected people without the PIN,REG015Stressed humanitarian conditions - Level 2,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Moderate humanitarian conditions - Level 3,3177004,X,Low,3,X," Around 2.6 live in both formal and informal sites with basic living conditions and limited services impacting shelter adequacy, health and protection perspectives. + Estimation using low reliability PIN all placed on this level due to infogaps",REG015Moderate humanitarian conditions - Level 3,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Severe humanitarian conditions - Level 4,0,X,Low,3,X,There is no available information yet about the needs' severity driven by the earthquake in Turkey.  + There is no available information yet about the needs' severity driven by the earthquake in Syria. ,REG015Severe humanitarian conditions - Level 4,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Extreme humanitarian conditions - Level 5,0,X,Low,3,X,There is no available information yet about the needs' severity driven by the earthquake in Turkey.  + There is no available information yet about the needs' severity driven by the earthquake in Syria. ,REG015Extreme humanitarian conditions - Level 5,2023-06-28,Humanitarian development
Turkiye / Syria earthquake,REG015,"Türkiye,Syria",Crisis affected groups,5,OCHA 06/05/2023; OCHA 18/05/2023 +Skynews 18/2/2023,Low,3,"https://reliefweb.int/report/turkiye/turkiye-2023-earthquakes-situation-report-no-17-6-may-2023-entr
https://reliefweb.int/report/turkiye/turkiye-earthquake-2023-humanitarian-response-overview-17-may-2023; https://www.skynewsarabia.com/middle-east/1598343-%D8%A7%D9%84%D8%B2%D9%84%D8%B2%D8%A7%D9%84-%D8%A7%D9%84%D9%83%D8%A8%D9%8A%D8%B1-%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%B9%D8%AF%D8%AF-%D8%A7%D9%84%D9%82%D8%AA%D9%84%D9%89-%D8%A7%D9%94%D9%83%D8%AB%D8%B1-45-%D8%A7%D9%94%D9%84%D9%81%D8%A7","Host; non-host; and Refugees, asylum seekers, and others of concern (such as migrants etc.) are exposed or affected by the Turkiye / Syria earthquake in Turkey.  + IDPs; Refugees, asylum seekers, and others of concern (such as migrants etc.); Returnees; Host and; Non-Host  are exposed or affected by the Turkiye / Syria earthquake in Northern Syria.",REG015Crisis affected groups,2023-06-28,Humanitarian development
