id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_start_date,event_end_date,category,subcategory,type,subtype,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
155376.0,Ukraine,UKR,49.383808,37.633011,"[49.383808, 37.633011]",Triangulation,Conflict,total,3,2024-07-11 00:00:00,2024-07-11 00:00:00,2024-07-11 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/cherez-aviaudar-po-selyshchu-borova-postrazhdaly-chotyry-liudyny-politsiia-pratsiuie-na-mistsi-podii,"Borova, Borova Raion, Kharkiv Oblast, Ukraine","49.383808, 37.633011",County/City/town/Village/Woreda (ADM3),Origin,Unknown,2024-07-18T07:39:16.923442Z,"Ukraine: 3 displacements (destroyed housing), 11 July - 11 July. According to the National Police of Ukraine, a house was destroyed in Borova (Kharkiv Oblast) on July 11 due to military operations.",https://www.npu.gov.ua/news/cherez-aviaudar-po-selyshchu-borova-postrazhdaly-chotyry-liudyny-politsiia-pratsiuie-na-mistsi-podii,Conflict
155333.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,146,2024-07-11 00:00:00,2024-07-11 00:00:00,2024-07-11 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/za-dobu-rosiiany-vbyly-dvokh-meshkantsiv-donechchyny-ta-odnoho-poranyly-politsiia-zadokumentuvala-naslidky-atak-rf,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-17T14:38:03.779346Z,"Ukraine: 146 displacements (evacuated), 11 July - 11 July. According to the National Police of Ukraine, 146 people have been evacuated in Donetsk Oblast on 11 July due to military operations.",https://www.npu.gov.ua/news/za-dobu-rosiiany-vbyly-dvokh-meshkantsiv-donechchyny-ta-odnoho-poranyly-politsiia-zadokumentuvala-naslidky-atak-rf,Conflict
154129.0,Ukraine,UKR,49.709961,37.621769,"[49.709961, 37.621769]",Triangulation,Conflict,total,5,2024-07-10 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Regional Government,https://t.me/synegubov/10308,"Kupiansk, Куп’янська міська рада, Kharkiv Oblast, Ukraine","49.709961, 37.621769",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-07-10T14:48:52.388929Z,"Ukraine: 5 displacements (evacuated), 10 July - 10 July. According to the regional government, 2 houses were destroyed in Kupiansk on July 10 due to military operations.",https://t.me/synegubov/10308,Conflict
154130.0,Ukraine,UKR,49.659451,37.6474,"[49.659451, 37.6474]",Triangulation,Conflict,total,3,2024-07-10 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Regional Government,https://t.me/synegubov/10308,"Kupiansk-Vuzlovyi, Куп'янськ-Вузлова селищна рада, Куп’янська міська рада, Kharkiv Oblast, Ukraine","49.659451, 37.6474",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-07-10T14:48:52.451840Z,"Ukraine: 3 displacements (evacuated), 10 July - 10 July. According to the regional government, a house was destroyed in Kupiansk-Vuzlovyi on July 10 due to military operations.",https://t.me/synegubov/10308,Conflict
154128.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,126,2024-07-10 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/odna-liudyna-zahynula-semero-zaznaly-poranen-zokrema-dytyna-politsiia-donechchyny-dokumentuie-voienni-zlochyny-rf,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-10T14:38:14.916332Z,"Ukraine: 126 displacements (evacuated), 10 July - 10 July. According to the National Police of Ukraine, 126 people have been evacuated in Donetsk Oblast on 10 July due to military operations.",https://www.npu.gov.ua/news/odna-liudyna-zahynula-semero-zaznaly-poranen-zokrema-dytyna-politsiia-donechchyny-dokumentuie-voienni-zlochyny-rf,Conflict
153984.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,194,2024-07-09 00:00:00,2024-07-09 00:00:00,2024-07-09 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/okupanty-atakuvaly-20-naselenykh-punktiv-donechchyny-chotyry-liudyny-zahynuly-ta-10-osib-poraneno-zokrema-dytyna,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-09T12:49:11.599119Z,"Ukraine: 194 displacements (evacuated), 09 July - 09 July. According to the National Police of Ukraine, 194 people have been evacuated in Donetsk Oblast on 09 July due to military operations.",https://www.npu.gov.ua/news/okupanty-atakuvaly-20-naselenykh-punktiv-donechchyny-chotyry-liudyny-zahynuly-ta-10-osib-poraneno-zokrema-dytyna,Conflict
153983.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,117,2024-07-08 00:00:00,2024-07-08 00:00:00,2024-07-08 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/shchonaimenshe-dvoie-vbytykh-i-chetvero-poranenykh-meshkantsiv-donechchyny-politseiski-zadokumentuvaly-naslidky-rosiiskykh-atak,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-09T12:47:58.270047Z,"Ukraine: 117 displacements (evacuated), 08 July - 08 July. According to the National Police of Ukraine, 117 people have been evacuated in Donetsk Oblast on 08 July due to military operations.",https://www.npu.gov.ua/news/shchonaimenshe-dvoie-vbytykh-i-chetvero-poranenykh-meshkantsiv-donechchyny-politseiski-zadokumentuvaly-naslidky-rosiiskykh-atak,Conflict
154132.0,Ukraine,UKR,50.402088,30.614679,"[50.402088, 30.614679]",Recommended figure,Conflict,more than or equal to,2,2024-07-08 00:00:00,2024-07-08 00:00:00,2024-07-08 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Local Authorities,https://t.me/vitaliy_klitschko/3261,"Kyiv, Ukraine","50.402088, 30.614679",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-07-10T14:57:31.059186Z,"Ukraine: 2 displacements (evacuated), 08 July - 08 July. According to the mayor of Kyiv, people were evacuated in Syrka (Kyiv) on July 8 due to military operations.",https://t.me/vitaliy_klitschko/3261,Conflict
154133.0,Ukraine,UKR,50.46265,30.451651,"[50.46265, 30.451651]",Recommended figure,Conflict,total,3,2024-07-08 00:00:00,2024-07-08 00:00:00,2024-07-08 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Local Authorities,https://t.me/vitaliy_klitschko/3259,"Shevchenkivskyi district, Kyiv, Ukraine","50.46265, 30.451651",Point,Origin,Displacement without preventive evacuations reported,2024-07-10T15:15:49.755012Z,"Ukraine: 3 displacements (evacuated), 08 July - 08 July. According to the mayor of Ukraine, a house was destroyed in Shevchenkivskyi district of Kyiv on July 8 due to military operations.",https://t.me/vitaliy_klitschko/3259,Conflict
153985.0,Ukraine,UKR,46.969471,33.303101,"[46.969471, 33.303101]",Recommended figure,Conflict,total,3,2024-07-07 00:00:00,2024-07-07 00:00:00,2024-07-07 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/na-khersonshchyni-politseiski-evakuiuvaly-z-pid-rosiiskykh-obstriliv-trokh-litnikh-zhinok,"Beryslav Raion, Kherson Oblast, Ukraine","46.969471, 33.303101",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-07-09T12:56:28.259373Z,"Ukraine: 3 displacements (evacuated), 07 July - 07 July. According to the , 3 people were evacuated from Khreshchenivka in Beryslav Raion on July 7 due to military operations.",https://www.npu.gov.ua/news/na-khersonshchyni-politseiski-evakuiuvaly-z-pid-rosiiskykh-obstriliv-trokh-litnikh-zhinok,Conflict
153982.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,61,2024-07-07 00:00:00,2024-07-07 00:00:00,2024-07-07 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/voroh-atakuvav-16-naselenykh-punktiv-donechchyny-dvoie-liudei-zahynulo-visim-zaznaly-poranen,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-09T12:46:35.177686Z,"Ukraine: 61 displacements (evacuated), 07 July - 07 July. According to the National Police of Ukraine, 61 people have been evacuated in Donetsk Oblast on 07 July due to military operations.",https://www.npu.gov.ua/news/voroh-atakuvav-16-naselenykh-punktiv-donechchyny-dvoie-liudei-zahynulo-visim-zaznaly-poranen,Conflict
153981.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,302,2024-07-06 00:00:00,2024-07-06 00:00:00,2024-07-06 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/za-dobu-rosiiany-vbyly-11-zhyteliv-donechchyny-shche-43-zaznaly-poranen-politsiia-zadokumentuvala-voienni-zlochyny,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-09T12:43:01.092965Z,"Ukraine: 302 displacements (evacuated), 06 July - 06 July. According to the National Police of Ukraine, 302 people have been evacuated in Donetsk Oblast on 06 July due to military operations.",https://www.npu.gov.ua/news/za-dobu-rosiiany-vbyly-11-zhyteliv-donechchyny-shche-43-zaznaly-poranen-politsiia-zadokumentuvala-voienni-zlochyny,Conflict
153986.0,Ukraine,UKR,52.016689,33.278831,"[52.016689, 33.278831]",Triangulation,Conflict,total,5,2024-07-06 00:00:00,2024-07-06 00:00:00,2024-07-06 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/na-prykordonni-chernihivshchyny-rosiiany-atakuvaly-zhytlovi-budynky-politsiia-dokumentuie-naslidky,"Новгород-Сіверський, Novhorod-Siverskyi City Council, Chernihiv Oblast, Ukraine","52.016689, 33.278831",County/City/town/Village/Woreda (ADM3),Origin,Unknown,2024-07-09T12:58:40.937372Z,"Ukraine: 5 displacements (destroyed housing), 06 July - 06 July. According to the National Police of Ukraine, two houses were destroyed in Novhorod-Sivers'kyi (Новгород-Сіверський) in Chernihiv Oblast on July 6 due to military operations.",https://www.npu.gov.ua/news/na-prykordonni-chernihivshchyny-rosiiany-atakuvaly-zhytlovi-budynky-politsiia-dokumentuie-naslidky,Conflict
153444.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,245,2024-07-05 00:00:00,2024-07-05 00:00:00,2024-07-05 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/troie-vbytykh-24-poranenykh-zokrema-piat-ditei-politsiia-donechchyny-fiksuie-naslidky-rosiiskykh-bombarduvan,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-05T13:43:38.320301Z,"Ukraine: 245 displacements (evacuated), 05 July - 05 July. According to the National Police of Ukraine, 245 people have been evacuated in Donetsk Oblast on 05 July due to military operations.",https://www.npu.gov.ua/news/troie-vbytykh-24-poranenykh-zokrema-piat-ditei-politsiia-donechchyny-fiksuie-naslidky-rosiiskykh-bombarduvan,Conflict
153399.0,Ukraine,UKR,49.82996,36.378899,"[49.82996, 36.378899]",Triangulation,Conflict,total,3,2024-07-04 00:00:00,2024-07-04 00:00:00,2024-07-04 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,State Emergency Service of Ukraine (SESU),https://t.me/dsns_telegram/29842,"Kharkiv Oblast, Ukraine","49.82996, 36.378899",State/Region/Province (ADM1),Origin,Unknown,2024-07-04T15:58:55.949511Z,"Ukraine: 3 displacements (destroyed housing), 04 July - 04 July. According to the State Emergency Service of Ukraine (SESU), a house was destroyed in Kharkiv Oblast on the left bank of the Oskil river on July 4 due to military operations.",https://t.me/dsns_telegram/29842,Conflict
153401.0,Ukraine,UKR,46.767673333333335,33.12950933333334,"[46.767673333333335, 33.12950933333334]",Triangulation,Conflict,total,10,2024-07-04 00:00:00,2024-07-04 00:00:00,2024-07-04 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/na-khersonshchyni-politsiia-fiksuie-naslidky-rosiiskykh-atak-na-medychnyi-ta-navchalnyi-zaklady-zhytlovi-budynky-ta-ekosystemy-ie-zahybla-ta-poraneni-tsyvilni,"Kozatske, Beryslav Raion, Kherson Oblast, Ukraine; Sadove, Bilozerka Raion, Kherson Oblast, Ukraine; Бургунка, Beryslav Raion, Kherson Oblast, Ukraine","46.78738, 33.34063; 46.70528, 32.823029; 46.81036, 33.224869",County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3),Origin; Origin; Origin,Unknown,2024-07-04T16:02:49.022863Z,"Ukraine: 10 displacements (destroyed housing), 04 July - 04 July. According to the National Police of Ukraine, 4 homes were destroyed in Sadove, Burhunka, and Kozastke (Kherson Oblast) on July 4 due to military operations.",https://www.npu.gov.ua/news/na-khersonshchyni-politsiia-fiksuie-naslidky-rosiiskykh-atak-na-medychnyi-ta-navchalnyi-zaklady-zhytlovi-budynky-ta-ekosystemy-ie-zahybla-ta-poraneni-tsyvilni,Conflict
153384.0,Ukraine,UKR,50.432701,35.922722,"[50.432701, 35.922722]",Triangulation,Conflict,total,30,2024-07-04 00:00:00,2024-07-04 00:00:00,2024-07-04 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Regional Government,https://t.me/synegubov/10247,"Sotnytskyi Kozachok, Zolochiv Raion, Kharkiv Oblast, Ukraine","50.432701, 35.922722",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-07-04T15:15:40.366612Z,"Ukraine: 30 displacements (evacuated), 04 July - 04 July. According to the regional government, 30 people were eacuated in Sotnytskyi Kozachok (Kharkiv Oblast) on July 4 due to military operations.",https://t.me/synegubov/10247,Conflict
153460.0,Ukraine,UKR,46.788952,33.30069,"[46.788952, 33.30069]",Triangulation,Conflict,total,3,2024-07-04 00:00:00,2024-07-04 00:00:00,2024-07-04 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/na-khersonshchyni-cherez-rosiiski-ataky-postrazhdaly-troie-liudei-ta-poshkodzheno-ponad-40-zhytlovykh-budynkiv-politsiia-fiksuie-naslidky,"Одрадокам’янка, Beryslav Raion, Kherson Oblast, Ukraine","46.788952, 33.30069",County/City/town/Village/Woreda (ADM3),Origin,Unknown,2024-07-05T13:46:29.282144Z,"Ukraine: 3 displacements (destroyed housing), 04 July - 04 July. According to the National Police of Ukraine, a house was destroyed in Odradokamyanka (Одрадокам’янка) in Kherson Oblast on July 4 due to military operations.",https://www.npu.gov.ua/news/na-khersonshchyni-cherez-rosiiski-ataky-postrazhdaly-troie-liudei-ta-poshkodzheno-ponad-40-zhytlovykh-budynkiv-politsiia-fiksuie-naslidky,Conflict
153397.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,220,2024-07-04 00:00:00,2024-07-04 00:00:00,2024-07-04 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/za-dobu-poranen-zaznaly-troie-meshkantsiv-donechchyny-politseiski-zibraly-dokazy-voiennykh-zlochyniv-rf,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-04T15:51:10.077068Z,"Ukraine: 220 displacements (evacuated), 04 July - 04 July. According to the National Police of Ukraine, 220 people have been evacuated in Donetsk Oblast on 04 July due to military operations.",https://www.npu.gov.ua/news/za-dobu-poranen-zaznaly-troie-meshkantsiv-donechchyny-politseiski-zibraly-dokazy-voiennykh-zlochyniv-rf,Conflict
153385.0,Ukraine,UKR,50.138599,35.523251,"[50.138599, 35.523251]",Triangulation,Conflict,more than or equal to,12,2024-07-04 00:00:00,2024-07-04 00:00:00,2024-07-04 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Regional Government,https://t.me/synegubov/10247,"Bohodukhiv Raion, Kharkiv Oblast, Ukraine","50.138599, 35.523251",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-07-04T15:15:40.440351Z,"Ukraine: 12 displacements (evacuated), 04 July - 04 July. According to the regional government, 12 people were eacuated in Oleksandrivka and Skorika in Bohodukhiv Raion (Kharkiv Oblast) on July 4 due to military operations.",https://t.me/synegubov/10247,Conflict
153400.0,Ukraine,UKR,49.589062,37.7089,"[49.589062, 37.7089]",Triangulation,Conflict,total,15,2024-07-04 00:00:00,2024-07-04 00:00:00,2024-07-04 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,State Emergency Service of Ukraine (SESU),https://t.me/dsns_telegram/29842,"Hlushkivka, Kupiansk Raion, Kharkiv Oblast, Ukraine","49.589062, 37.7089",County/City/town/Village/Woreda (ADM3),Origin,Unknown,2024-07-04T15:58:56.018328Z,"Ukraine: 15 displacements (destroyed housing), 04 July - 04 July. According to the State Emergency Service of Ukraine (SESU), 6 houses were destroyed in Hlushkivka (Kharkiv Oblast) on July 4 due to military operations.",https://t.me/dsns_telegram/29842,Conflict
153398.0,Ukraine,UKR,49.99028,36.230389,"[49.99028, 36.230389]",Triangulation,Conflict,more than or equal to,5,2024-07-03 00:00:00,2024-07-03 00:00:00,2024-07-03 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/vnaslidok-obstrilu-kharkova-postrazhdaly-shestero-liudei-politsiia-pratsiuie-na-mistsi-podii,"Kharkiv, Kharkiv city rada, Kharkiv Oblast, Ukraine","49.99028, 36.230389",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2024-07-04T15:54:19.125013Z,"Ukraine: 5 displacements (evacuated), 03 July - 03 July. According to the National Police of Ukraine, homes were destroyed in Kharkiv on July 3 due to military operations.",https://www.npu.gov.ua/news/vnaslidok-obstrilu-kharkova-postrazhdaly-shestero-liudei-politsiia-pratsiuie-na-mistsi-podii,Conflict
153463.0,Ukraine,UKR,50.142151,36.29213,"[50.142151, 36.29213]",Triangulation,Conflict,total,28,2024-07-03 00:00:00,2024-07-03 00:00:00,2024-07-03 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Regional Government,https://t.me/synegubov/10244,"Ruska Lozova, Derhachi Raion, Kharkiv Oblast, Ukraine","50.142151, 36.29213",County/City/town/Village/Woreda (ADM3),Origin,Unknown,2024-07-05T14:16:40.245521Z,"Ukraine: 28 displacements (destroyed housing), 03 July - 03 July. According to the regional government, 11 homes were destroyed in Ruska Lozova on July 3 due to military operations.",https://t.me/synegubov/10244,Conflict
153395.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,351,2024-07-03 00:00:00,2024-07-03 00:00:00,2024-07-03 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/pid-udarom-23-naselenykh-punkty-donechchyny-dvoie-liudei-zahynulo-deviatero-zaznaly-poranen,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-04T15:50:07.628088Z,"Ukraine: 351 displacements (evacuated), 03 July - 03 July. According to the National Police of Ukraine, 351 people have been evacuated in Donetsk Oblast on 03 July due to military operations.",https://www.npu.gov.ua/news/pid-udarom-23-naselenykh-punkty-donechchyny-dvoie-liudei-zahynulo-deviatero-zaznaly-poranen,Conflict
153390.0,Ukraine,UKR,49.674801,37.834202,"[49.674801, 37.834202]",Triangulation,Conflict,more than or equal to,9,2024-07-02 00:00:00,2024-07-02 00:00:00,2024-07-02 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,Regional Government,https://t.me/synegubov/10214,"Kupiansk Raion, Kharkiv Oblast, Ukraine","49.674801, 37.834202",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2024-07-04T15:28:01.784219Z,"Ukraine: 9 displacements (evacuated), 02 July - 02 July. According to the regional government, more than 9 people were evacuated from the Kupiansk area on July 2 due to military operations.",https://t.me/synegubov/10214,Conflict
153120.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,247,2024-07-02 00:00:00,2024-07-02 00:00:00,2024-07-02 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/chotyry-liudyny-zahynuly-27-zaznaly-travm-politsiia-donechchyny-zadokumentuvala-naslidky-rosiiskykh-obstriliv,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-02T15:21:53.276319Z,"Ukraine: 247 displacements (evacuated), 02 July - 02 July. According to the National Police of Ukraine, 247 people have been evacuated in Donetsk Oblast on 02 July due to military operations.",https://www.npu.gov.ua/news/chotyry-liudyny-zahynuly-27-zaznaly-travm-politsiia-donechchyny-zadokumentuvala-naslidky-rosiiskykh-obstriliv,Conflict
153107.0,Ukraine,UKR,47.96067,37.834438,"[47.96067, 37.834438]",Recommended figure,Conflict,total,367,2024-07-01 00:00:00,2024-07-01 00:00:00,2024-07-01 00:00:00,2024,22790.0,Ukraine: International armed conflict (IAC) - Donetsk - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/doba-pid-bombamy-viiska-rf-vbyly-dvokh-zhyteliv-donechchyny-shche-12-okh-poranyly-zokrema-dytynu,"Donetsk Oblast, Ukraine","47.96067, 37.834438",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2024-07-02T14:53:28.888007Z,"Ukraine: 367 displacements (evacuated), 01 July - 01 July. According to the National Police of Ukraine, 367 people have been evacuated in Donetsk Oblast on 01 July due to military operations.",https://www.npu.gov.ua/news/doba-pid-bombamy-viiska-rf-vbyly-dvokh-zhyteliv-donechchyny-shche-12-okh-poranyly-zokrema-dytynu,Conflict
153376.0,Ukraine,UKR,50.24181,36.6837805,"[50.24181, 36.6837805]",Triangulation,Conflict,total,28,2024-07-01 00:00:00,2024-07-01 00:00:00,2024-07-01 00:00:00,2024,20827.0,Ukraine: International armed conflict (IAC)  - Countrywide - 2024,2024-01-01 00:00:00,2024-12-31 00:00:00,Unknown,Unknown,Unknown,Unknown,National Police of Ukraine,https://www.npu.gov.ua/news/mynuloi-doby-viiskovi-rf-byly-po-tsyvilnomu-naselenniu-kharkivshchyny-z-aviatsii-zrk-artylerii-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv,"Lyptsi, Kharkiv Raion, Kharkiv Oblast, Ukraine; Vovchansk, Vovchansk Raion, Kharkiv Oblast, Ukraine","50.203121, 36.42231; 50.280499, 36.945251",County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3),Origin; Origin,Displacement without preventive evacuations reported,2024-07-04T14:53:52.813170Z,"Ukraine: 28 displacements (evacuated), 01 July - 01 July. According to the National Police, 28 people were evacuated in Lyptsi and Vovchansk on July 1 due to military operations.",https://www.npu.gov.ua/news/mynuloi-doby-viiskovi-rf-byly-po-tsyvilnomu-naselenniu-kharkivshchyny-z-aviatsii-zrk-artylerii-slidchi-zadokumentuvaly-naslidky-voiennykh-zlochyniv,Conflict
